ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
21213,BIOP,9999,2,Independent Study,"1 - 12","Wladek Minor","TBA","TBA","Non-Topical Research","",Open,2,30,0
21214,BIOP,9999,3,Independent Study,"1 - 12","Lukas Tamm","TBA","TBA","Non-Topical Research","",Open,2,30,0
21215,BIOP,9999,4,Independent Study,"1 - 12","John Bushweller","TBA","TBA","Non-Topical Research","",Open,1,30,0
21216,BIOP,9999,5,Independent Study,"1 - 12","Mark Yeager","TBA","TBA","Non-Topical Research","",Open,5,30,0
21217,BIOP,9999,6,Independent Study,"1 - 12","Jochen Zimmer","TBA","TBA","Non-Topical Research","",Open,3,30,0
21218,BIOP,9999,7,Independent Study,"1 - 12","Peter Kasson","TBA","TBA","Non-Topical Research","",Open,0,30,0
21219,BIOP,9999,8,Independent Study,"1 - 12","Owen Pornillos","TBA","TBA","Non-Topical Research","",Open,2,30,0
21220,BIOP,9999,9,Independent Study,"1 - 12","Linda Columbus","TBA","TBA","Non-Topical Research","",Open,1,30,0
22188,BIOP,9999,10,Independent Study,"1 - 12","Mark Okusa","TBA","TBA","Non-Topical Research","",Open,1,30,0
22143,BME,1501,001,Lecture,"1","Grady Miller","Mo 5:00PM - 5:50PM","Biomed Engr & Med Sci 1041","Special Topics","Intro to Biomedical Data",Open,10,25,0
22382,BME,1501,002,Lecture,"1","Shayn Peirce-Cottler","Tu 5:00PM - 6:00PM","Biomed Engr & Med Sci 1041","Special Topics","Intro to Regenerative Medicine",Open,17,45,0
17772,BME,2000,001,Lecture,"3","William Guilford","TuTh 3:30PM - 4:45PM","McLeod Hall 2004","Biomedical Engineering Design and Discovery","",Open,48,60,0
21309,BME,2101,001,Lecture,"3","William Guilford","TuTh 11:00AM - 12:15PM","Biomed Engr & Med Sci 1041","Physiology I for Engineers","",Open,44,60,0
17380,BME,2104,001,Lecture,"3","Eli Zunder","TuTh 2:00PM - 3:15PM","Biomed Engr & Med Sci 1041","Cell and Molecular Biology for Engineers","",Open,58,60,0
17381,BME,2220,001,Lecture,"3","Natasha Sheybani,Richard Price","TuTh 9:30AM - 10:45AM","Biomed Engr & Med Sci 1041","Biomechanics","",Open,56,60,0
21312,BME,2315,001,Lecture,"3","Gustavo Rohde,Thien-Khoi Phung","TuTh 12:30PM - 1:45PM","Biomed Engr & Med Sci 1041","Computational Biomedical Engineering","",Open,54,60,0
18303,BME,3030,001,Lecture,"3","David Chen,Timothy Allen","WeFr 11:00AM - 12:15PM","Biomed Engr & Med Sci 2005","Design and Innovation in Medicine","",Closed,21,20,0
17384,BME,3090,100,Lecture,"4","Alexander Klibanov,Robert Cornelison,Timothy Allen","Mo 11:00AM - 11:50AM","PINN Hall 1005","Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II","",Open,88,95,0
17385,BME,3090,101,Laboratory,"0","Timothy Allen","Tu 2:00PM - 6:00PM","Thornton Hall Room A006","Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II","",Closed,32,28,0
17386,BME,3090,102,Laboratory,"0","Timothy Allen","We 2:00PM - 6:00PM","Thornton Hall Room A006","Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II","",Open,24,28,0
17387,BME,3090,103,Laboratory,"0","Timothy Allen","Th 2:00PM - 6:00PM","Thornton Hall Room A006","Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II","",Closed,32,28,0
17382,BME,3240,001,Lecture,"3","Brian Helmke","TuTh 11:00AM - 12:15PM","Thornton Hall E303","Biotransport","",Open,68,75,0
21313,BME,3310,001,Lecture,"3","John Hossack","MoWe 12:30PM - 1:45PM","Biomed Engr & Med Sci 1041","Biomedical Systems Analysis and Design","",Open,28,60,0
17383,BME,3636,001,Lecture,"3","William Levy","We 3:30PM - 6:30PM","Mechanical Engr Bldg 214","Neural Network Models of Cognition and Brain Computation","",Open,7,10,0
17388,BME,4064,001,Lecture,"3","Timothy Allen","TuTh 9:30AM - 10:45AM","PINN Hall 1005","Biomedical Engineering Capstone Design II","",Open,95,110,0
21318,BME,4280,001,Lecture,"3","Silvia Blemker,Xiao Hu","MoWe 2:00PM - 3:15PM","PINN Hall 1005","Motion Biomechanics","",Open,45,60,0
18497,BME,4550,001,Lecture,"3","Kevin Janes","MoWe 3:30PM - 4:45PM","Biomed Engr & Med Sci 1041","Special Topics in Biomedical Engineering","Quantitative Biol Reasoning",Open,6,10,0
21314,BME,4550,002,Laboratory,"3","Kimberly Kelly,Michael Lawrence","Mo 10:00AM - 10:50AM","Thornton Hall Room A006","Special Topics in Biomedical Engineering","Nanomedicine Lab",Open,7,25,0
21316,BME,4550,003,Lecture,"3","Michael Lawrence","TuTh 11:00AM - 12:15PM","Biomed Engr & Med Sci 2005","Special Topics in Biomedical Engineering","Exogenous Biomaterials",Open,21,25,0
22255,BME,4550,004,Lecture,"3","David Chen","TBA","TBA","Special Topics in Biomedical Engineering","Design in Community Health",Closed,5,5,0
17773,BME,4783,001,Lecture,"3","Grady Miller,John Hossack","MoWe 2:00PM - 3:15PM","Biomed Engr & Med Sci 1041","Medical Imaging Modalities","",Open,11,50,0
17389,BME,4993,001,Independent Study,"1 - 3","William Guilford","TBA","TBA","Independent Study","",Open,0,30,0
18365,BME,4993,002,Independent Study,"1 - 3","Shayn Peirce-Cottler","TBA","TBA","Independent Study","",Open,0,30,0
17406,BME,4995,001,Independent Study,"1 - 3","William Guilford","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,4,10,0
17699,BME,4995,002,Independent Study,"1 - 3","Kimberly Kelly","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,1,10,0
17711,BME,4995,003,Independent Study,"1 - 3","Shayn Peirce-Cottler","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,2,10,0
17712,BME,4995,004,Independent Study,"1 - 3","Kevin Janes","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,2,10,0
17713,BME,4995,005,Independent Study,"1 - 3","Jason Papin","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,2,10,0
17717,BME,4995,006,Independent Study,"1 - 3","Jeffrey Holmes","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,5,10,0
21716,BME,4995,007,Independent Study,"1 - 3","Kyle Lampe","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,2,10,0
17751,BME,4995,008,Independent Study,"1 - 3","Timothy Allen","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,0,10,0
17752,BME,4995,009,Independent Study,"1 - 3","Richard Price","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,1,10,0
18218,BME,4995,010,Independent Study,"1 - 3","Jennifer Munson","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,0,10,0
18685,BME,4995,011,Independent Study,"1 - 3","Eli Zunder","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,4,10,0
17754,BME,4995,012,Independent Study,"1 - 3","Michael Lawrence","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,0,10,0
17759,BME,4995,013,Independent Study,"1 - 3","Craig Meyer","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,0,10,0
17775,BME,4995,014,Independent Study,"1 - 3","Brent French","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,0,10,0
17786,BME,4995,015,Independent Study,"1 - 3","Brian Helmke","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,1,10,0
17795,BME,4995,016,Independent Study,"1 - 3","Alexander Klibanov","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,0,10,0
17806,BME,4995,017,Independent Study,"1 - 3","Silvia Blemker","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,0,10,0
17817,BME,4995,018,Independent Study,"1 - 3","Jeffrey Saucerman","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,2,10,0
21921,BME,4995,019,Independent Study,"1 - 3","Donald Griffin","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,4,10,0
22096,BME,4995,020,Independent Study,"1 - 3","Thomas Barker","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,1,10,0
18638,BME,4995,021,Independent Study,"1 - 3","Mete Civelek","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,1,10,0
22573,BME,4995,022,Independent Study,"1 - 3","Grady Miller","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,1,10,0
17931,BME,4995,023,Independent Study,"1 - 3","David Chen","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,3,10,0
17950,BME,4995,024,Independent Study,"1 - 3","John Hossack","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,0,10,0
18316,BME,4995,025,Independent Study,"1 - 3","George Christ","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,2,10,0
18369,BME,4995,026,Independent Study,"1 - 3","Song Hu","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,1,10,0
18546,BME,4995,027,Independent Study,"1 - 3","James Adams","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,0,10,0
18681,BME,4995,028,Independent Study,"1 - 3","Gustavo Rohde","TBA","TBA","Biomedical Engineering Advanced Projects","",Open,2,10,0
18304,BME,6030,001,Lecture,"3","David Chen,Timothy Allen","WeFr 11:00AM - 12:15PM","Biomed Engr & Med Sci 2005","Design and Innovation in Medicine","",Open,0,5,0
22043,BME,6056,001,Lecture,"1","Jason Papin","Mo 4:00PM - 4:50PM","Biomed Engr & Med Sci 2502","Going Pro, Professional Development in Biomedical Engineering","",Open,5,20,0
18021,BME,6102,001,Lecture,"3","Brian Helmke","MoWe 9:30AM - 10:45AM","Biomed Engr & Med Sci 1041","Engineering Physiology II","",Open,20,25,0
21550,BME,6280,001,Lecture,"3","Silvia Blemker,Xiao Hu","MoWe 2:00PM - 3:15PM","PINN Hall 1005","Motion Biomechanics","",Open,9,10,0
17774,BME,6311,001,Lecture,"3","Craig Meyer","MoWe 11:00AM - 12:15PM","Biomed Engr & Med Sci 1041","BME Measurement Principles","",Open,23,25,0
21317,BME,6550,001,Lecture,"3","Michael Lawrence","TuTh 11:00AM - 12:15PM","TBA","Special Topics in Biomedical Engineering","",Closed,5,5,0
21353,BME,6550,002,Lecture,"1","Staff","TBA","TBA","Special Topics in Biomedical Engineering","Integrated Design & Health",Open,0,12,0
18498,BME,7370,001,Lecture,"3","Kevin Janes","MoWe 3:30PM - 4:45PM","Biomed Engr & Med Sci 1041","Quantitative Biological Reasonsing","",Open,11,20,0
17407,BME,8995,001,Independent Study,"1 - 6","Richard Price","TBA","TBA","M.E. Supervised Project Research (M.E. STUDENTS ONLY)","",Open,0,5,0
17928,BME,8995,002,Independent Study,"1 - 6","Brian Helmke","TBA","TBA","M.E. Supervised Project Research (M.E. STUDENTS ONLY)","",Open,0,5,0
18046,BME,8995,003,Independent Study,"1 - 6","Shayn Peirce-Cottler","TBA","TBA","M.E. Supervised Project Research (M.E. STUDENTS ONLY)","",Open,0,5,0
18114,BME,8995,004,Independent Study,"1 - 6","Erik Hewlett","TBA","TBA","M.E. Supervised Project Research (M.E. STUDENTS ONLY)","",Open,0,5,0
18226,BME,8995,005,Independent Study,"1 - 6","John Hossack","TBA","TBA","M.E. Supervised Project Research (M.E. STUDENTS ONLY)","",Open,0,5,0
17593,BME,8999,002,Independent Study,"1 - 12","Silvia Blemker","TBA","TBA","Master's Research","",Open,5,30,0
18051,BME,8999,003,Independent Study,"1 - 12","Song Hu","TBA","TBA","Master's Research","",Open,2,5,0
17594,BME,8999,004,Independent Study,"1 - 12","Frederick Epstein","TBA","TBA","Master's Research","",Open,2,30,0
17595,BME,8999,005,Independent Study,"1 - 12","Brent French","TBA","TBA","Master's Research","",Open,1,30,0
18052,BME,8999,006,Independent Study,"1 - 12","Jaime Mata","TBA","TBA","Master's Research","",Open,0,5,0
17596,BME,8999,007,Independent Study,"1 - 12","William Guilford","TBA","TBA","Master's Research","",Open,0,30,0
17597,BME,8999,008,Independent Study,"1 - 12","Brian Helmke","TBA","TBA","Master's Research","",Open,0,30,0
17598,BME,8999,009,Independent Study,"1 - 12","Jeffrey Holmes","TBA","TBA","Master's Research","",Open,2,30,0
17599,BME,8999,010,Independent Study,"1 - 12","John Hossack","TBA","TBA","Master's Research","",Open,1,30,0
17600,BME,8999,011,Independent Study,"1 - 12","Kevin Janes","TBA","TBA","Master's Research","",Open,2,30,0
17601,BME,8999,012,Independent Study,"1 - 12","Kimberly Kelly","TBA","TBA","Master's Research","",Open,1,30,0
18057,BME,8999,013,Independent Study,"1 - 12","Peter Kasson","TBA","TBA","Master's Research","",Open,1,30,0
17602,BME,8999,014,Independent Study,"1 - 12","Michael Lawrence","TBA","TBA","Master's Research","",Open,0,30,0
17603,BME,8999,015,Independent Study,"1 - 12","Craig Meyer","TBA","TBA","Master's Research","",Open,4,30,0
17604,BME,8999,016,Independent Study,"1 - 12","Jason Papin","TBA","TBA","Master's Research","",Open,0,30,0
17605,BME,8999,017,Independent Study,"1 - 12","Shayn Peirce-Cottler","TBA","TBA","Master's Research","",Open,3,30,0
17606,BME,8999,018,Independent Study,"1 - 12","Richard Price","TBA","TBA","Master's Research","",Open,1,30,0
17607,BME,8999,019,Independent Study,"1 - 12","Jeffrey Saucerman","TBA","TBA","Master's Research","",Open,1,30,0
18056,BME,8999,020,Independent Study,"1 - 12","Erik Hewlett","TBA","TBA","Master's Research","",Open,0,30,0
17855,BME,8999,021,Independent Study,"1 - 12","Mark Williams","TBA","TBA","Master's Research","",Open,0,30,0
17871,BME,8999,022,Independent Study,"1 - 12","Michael Salerno","TBA","TBA","Master's Research","",Open,1,30,0
17952,BME,8999,023,Independent Study,"1 - 12","Brant Isakson","TBA","TBA","Master's Research","",Open,0,30,0
18191,BME,8999,024,Independent Study,"1 - 12","Jennifer Munson","TBA","TBA","Master's Research","",Open,0,30,0
18225,BME,8999,025,Independent Study,"1 - 12","Gregory Gerling","TBA","TBA","Master's Research","",Open,0,30,0
18237,BME,8999,026,Independent Study,"1 - 12","George Christ","TBA","TBA","Master's Research","",Open,5,30,0
18319,BME,8999,027,Independent Study,"1 - 12","Eli Zunder","TBA","TBA","Master's Research","",Open,2,30,0
18328,BME,8999,028,Independent Study,"1 - 12","Shawn Russell","TBA","TBA","Master's Research","",Open,1,30,0
18332,BME,8999,029,Independent Study,"1 - 12","Matthew Panzer","TBA","TBA","Master's Research","",Open,0,30,0
18598,BME,8999,030,Independent Study,"1 - 12","Grady Miller","TBA","TBA","Master's Research","",Open,1,30,0
18610,BME,8999,031,Independent Study,"1 - 12","Thomas Barker","TBA","TBA","Master's Research","",Open,0,30,0
18614,BME,8999,032,Independent Study,"1 - 12","Kun Qing","TBA","TBA","Master's Research","",Open,1,30,0
18623,BME,8999,033,Independent Study,"1 - 12","Nathan Sheffield","TBA","TBA","Master's Research","",Open,1,30,0
19857,BME,8999,034,Independent Study,"1 - 12","Donald Griffin","TBA","TBA","Master's Research","",Open,3,30,0
22269,BME,8999,035,Independent Study,"1 - 12","Bryan Berger","TBA","TBA","Master's Research","",Open,1,30,0
22270,BME,8999,036,Independent Study,"1 - 12","Gustavo Rohde","TBA","TBA","Master's Research","",Open,2,30,0
22274,BME,8999,037,Independent Study,"1 - 12","Mete Civelek","TBA","TBA","Master's Research","",Open,1,30,0
22342,BME,8999,038,Independent Study,"1 - 12","Philip Bourne","TBA","TBA","Master's Research","",Open,1,30,0
17608,BME,9999,002,Independent Study,"1 - 12","Stuart Berr","TBA","TBA","Dissertation","",Open,0,30,0
18558,BME,9999,003,Independent Study,"1 - 12","Matthew Panzer","TBA","TBA","Dissertation","",Open,1,30,0
17609,BME,9999,006,Independent Study,"1 - 12","Frederick Epstein","TBA","TBA","Dissertation","",Open,2,30,0
17610,BME,9999,007,Independent Study,"1 - 12","Brent French","TBA","TBA","Dissertation","",Open,1,30,0
17611,BME,9999,008,Independent Study,"1 - 12","William Guilford","TBA","TBA","Dissertation","",Open,0,30,0
17612,BME,9999,009,Independent Study,"1 - 12","Brian Helmke","TBA","TBA","Dissertation","",Open,1,30,0
17613,BME,9999,010,Independent Study,"1 - 12","Jeffrey Holmes","TBA","TBA","Dissertation","",Open,4,30,0
17614,BME,9999,011,Independent Study,"1 - 12","John Hossack","TBA","TBA","Dissertation","",Open,1,30,0
17615,BME,9999,012,Independent Study,"1 - 12","Kevin Janes","TBA","TBA","Dissertation","",Open,2,30,0
17616,BME,9999,013,Independent Study,"1 - 12","Kimberly Kelly","TBA","TBA","Dissertation","",Open,2,30,0
17617,BME,9999,014,Independent Study,"1 - 12","Richard Kent","TBA","TBA","Dissertation","",Open,0,30,0
17618,BME,9999,015,Independent Study,"1 - 12","Alexander Klibanov","TBA","TBA","Dissertation","",Open,0,30,0
17619,BME,9999,017,Independent Study,"1 - 12","Michael Lawrence","TBA","TBA","Dissertation","",Open,1,30,0
17620,BME,9999,018,Independent Study,"1 - 12","Craig Meyer","TBA","TBA","Dissertation","",Open,0,30,0
17621,BME,9999,019,Independent Study,"1 - 12","John Mugler","TBA","TBA","Dissertation","",Open,0,30,0
17622,BME,9999,020,Independent Study,"1 - 12","Jason Papin","TBA","TBA","Dissertation","",Open,6,30,0
17623,BME,9999,021,Independent Study,"1 - 12","Shayn Peirce-Cottler","TBA","TBA","Dissertation","",Open,4,30,0
17624,BME,9999,022,Independent Study,"1 - 12","Richard Price","TBA","TBA","Dissertation","",Open,4,30,0
17625,BME,9999,024,Independent Study,"1 - 12","Jeffrey Saucerman","TBA","TBA","Dissertation","",Open,3,30,0
18386,BME,9999,025,Independent Study,"1 - 12","Thomas Loughran","TBA","TBA","Dissertation","",Open,1,5,0
18611,BME,9999,026,Independent Study,"1 - 12","Thomas Barker","TBA","TBA","Dissertation","",Open,1,30,0
18049,BME,9999,027,Independent Study,"1 - 12","Michael Salerno","TBA","TBA","Dissertation","",Open,2,30,0
17626,BME,9999,028,Independent Study,"1 - 12","Mark Williams","TBA","TBA","Dissertation","",Open,1,30,0
17884,BME,9999,029,Independent Study,"1 - 12","Silvia Blemker","TBA","TBA","Dissertation","",Open,4,30,0
18230,BME,9999,030,Independent Study,"1 - 12","Peter Kasson","TBA","TBA","Dissertation","",Open,2,30,0
18238,BME,9999,031,Independent Study,"1 - 12","Song Hu","TBA","TBA","Dissertation","",Open,3,30,0
18529,BME,9999,032,Independent Study,"1 - 12","Jennifer Munson","TBA","TBA","Dissertation","",Open,3,30,0
20312,BUS,5010,701,Lecture,"3","James Lantzy","We 1:08AM - 1:09AM","Web-Based Course-No class mtgs","Cyber Security Management","",Open,11,24,0
20313,BUS,5020,701,Lecture,"3","Kristen Broz","We 1:10AM - 1:11AM","Web-Based Course-No class mtgs","Security Policy Development and Assessment","",Open,20,24,0
20314,BUS,6000,701,Lecture,"3","Michael Wojcik","We 1:12AM - 1:13AM","Web-Based Course-No class mtgs","Applied Wireless Network Security","",Open,6,24,0
13317,CASS,1011,001,Discussion,"1","Michael Rasbury","We 2:00PM - 2:50PM","Drama Education Bldg 217","College Arts Scholars Discussion","",Open,12,15,0
22145,CE,1501,001,Lecture,"1","Lindsay Burden","Th 5:00PM - 5:50PM","Thornton Hall D115","Special Topics in Civil & Environmental Engineering","Soil Systems: UVA Composting",Open,8,25,0
18472,CE,2020,001,Lecture,"1","Brian Smith","TBA","Desktop-Asynchronous","Engineering Economic Analysis","",Open,21,60,0
17245,CE,2100,001,Lecture,"3","Shakira Hobbs","TuTh 11:00AM - 12:15PM","Thornton Hall E316","Introduction to Environmental Engineering","",Open,46,50,0
